k,nbk,pk,type
1,2422,0.574750830564784,fictive
2,682,0.16184148077835786,fictive
3,339,0.08044613194114855,fictive
4,180,0.04271476032273375,fictive
5,114,0.027052681537731372,fictive
6,76,0.018035121025154248,fictive
646,1,2.3730422401518748E-4,fictive
7,73,0.017323208353108684,fictive
8,43,0.01020408163265306,fictive
9,34,0.008068343616516375,fictive
10,33,0.007831039392501186,fictive
11,27,0.006407214048410062,fictive
12,11,0.0026103464641670624,fictive
13,19,0.004508780256288562,fictive
14,19,0.004508780256288562,fictive
15,8,0.0018984337921214998,fictive
143,1,2.3730422401518748E-4,fictive
16,7,0.0016611295681063123,fictive
17,11,0.0026103464641670624,fictive
18,10,0.0023730422401518746,fictive
19,5,0.0011865211200759373,fictive
20,2,4.7460844803037496E-4,fictive
21,4,9.492168960607499E-4,fictive
23,5,0.0011865211200759373,fictive
24,4,9.492168960607499E-4,fictive
25,1,2.3730422401518748E-4,fictive
26,4,9.492168960607499E-4,fictive
27,5,0.0011865211200759373,fictive
28,8,0.0018984337921214998,fictive
29,3,7.119126720455624E-4,fictive
30,5,0.0011865211200759373,fictive
31,2,4.7460844803037496E-4,fictive
32,3,7.119126720455624E-4,fictive
33,2,4.7460844803037496E-4,fictive
34,4,9.492168960607499E-4,fictive
35,2,4.7460844803037496E-4,fictive
36,1,2.3730422401518748E-4,fictive
38,2,4.7460844803037496E-4,fictive
40,1,2.3730422401518748E-4,fictive
42,1,2.3730422401518748E-4,fictive
43,1,2.3730422401518748E-4,fictive
44,2,4.7460844803037496E-4,fictive
172,1,2.3730422401518748E-4,fictive
46,1,2.3730422401518748E-4,fictive
47,1,2.3730422401518748E-4,fictive
48,2,4.7460844803037496E-4,fictive
49,1,2.3730422401518748E-4,fictive
306,1,2.3730422401518748E-4,fictive
50,1,2.3730422401518748E-4,fictive
51,1,2.3730422401518748E-4,fictive
54,4,9.492168960607499E-4,fictive
56,2,4.7460844803037496E-4,fictive
58,1,2.3730422401518748E-4,fictive
59,2,4.7460844803037496E-4,fictive
60,4,9.492168960607499E-4,fictive
70,1,2.3730422401518748E-4,fictive
71,1,2.3730422401518748E-4,fictive
202,1,2.3730422401518748E-4,fictive
78,1,2.3730422401518748E-4,fictive
82,1,2.3730422401518748E-4,fictive
83,1,2.3730422401518748E-4,fictive
85,1,2.3730422401518748E-4,fictive
86,1,2.3730422401518748E-4,fictive
89,1,2.3730422401518748E-4,fictive
90,1,2.3730422401518748E-4,fictive
91,1,2.3730422401518748E-4,fictive
93,1,2.3730422401518748E-4,fictive
98,1,2.3730422401518748E-4,fictive
104,1,2.3730422401518748E-4,fictive
116,1,2.3730422401518748E-4,fictive
1,2531,0.6126845800048415,real
2,677,0.16388283708545145,real
3,262,0.06342290002420721,real
4,152,0.03679496489954006,real
5,102,0.024691358024691357,real
133,1,2.420721374969741E-4,real
6,73,0.01767126603727911,real
7,43,0.010409101912369887,real
8,30,0.007262164124909223,real
9,28,0.006778019849915275,real
10,27,0.006535947712418301,real
11,13,0.0031469377874606633,real
12,18,0.004357298474945534,real
13,15,0.0036310820624546117,real
14,9,0.002178649237472767,real
15,15,0.0036310820624546117,real
16,5,0.0012103606874848704,real
144,1,2.420721374969741E-4,real
17,8,0.0019365770999757927,real
18,8,0.0019365770999757927,real
19,6,0.0014524328249818446,real
21,6,0.0014524328249818446,real
22,8,0.0019365770999757927,real
23,5,0.0012103606874848704,real
24,4,9.682885499878964E-4,real
25,1,2.420721374969741E-4,real
26,4,9.682885499878964E-4,real
410,1,2.420721374969741E-4,real
27,2,4.841442749939482E-4,real
28,4,9.682885499878964E-4,real
29,3,7.262164124909223E-4,real
31,2,4.841442749939482E-4,real
34,3,7.262164124909223E-4,real
35,1,2.420721374969741E-4,real
164,1,2.420721374969741E-4,real
37,1,2.420721374969741E-4,real
38,6,0.0014524328249818446,real
39,4,9.682885499878964E-4,real
40,3,7.262164124909223E-4,real
41,2,4.841442749939482E-4,real
42,5,0.0012103606874848704,real
43,2,4.841442749939482E-4,real
45,1,2.420721374969741E-4,real
46,1,2.420721374969741E-4,real
177,1,2.420721374969741E-4,real
50,2,4.841442749939482E-4,real
51,1,2.420721374969741E-4,real
52,2,4.841442749939482E-4,real
53,1,2.420721374969741E-4,real
55,1,2.420721374969741E-4,real
57,1,2.420721374969741E-4,real
314,1,2.420721374969741E-4,real
59,1,2.420721374969741E-4,real
62,1,2.420721374969741E-4,real
64,1,2.420721374969741E-4,real
65,1,2.420721374969741E-4,real
66,1,2.420721374969741E-4,real
68,1,2.420721374969741E-4,real
2502,1,2.420721374969741E-4,real
72,1,2.420721374969741E-4,real
73,1,2.420721374969741E-4,real
75,1,2.420721374969741E-4,real
78,2,4.841442749939482E-4,real
344,1,2.420721374969741E-4,real
89,1,2.420721374969741E-4,real
222,1,2.420721374969741E-4,real
97,2,4.841442749939482E-4,real
100,1,2.420721374969741E-4,real
101,2,4.841442749939482E-4,real
102,1,2.420721374969741E-4,real
103,1,2.420721374969741E-4,real
231,2,4.841442749939482E-4,real
104,1,2.420721374969741E-4,real
109,1,2.420721374969741E-4,real
123,1,2.420721374969741E-4,real
